Time[sec],Frequency [Hz],Voltage 1 [V],Current 1 [A],Power Factor [-],True Power [W]
7.987022399902344e-05,59.9900016784668,121.42893981933594,0.079938605427742,0.28522101044654846,2.757246732711792
1.213808298110962,59.970001220703125,121.3805160522461,0.07990316301584244,0.2867469787597656,2.800720691680908
3.463865280151367,59.970001220703125,121.36625671386719,0.0799357071518898,0.2866494059562683,2.7906882762908936
4.684222221374512,59.970001220703125,121.42166900634766,0.07992403209209442,0.2861808240413666,2.8040647506713867
5.953862428665161,59.970001220703125,121.41737365722656,0.0799436941742897,0.28662094473838806,2.794032335281372
7.1740641593933105,59.970001220703125,121.34327697753906,0.07994981110095978,0.2864771783351898,2.773967742919922
8.394084692001343,59.970001220703125,121.38980865478516,0.0800095945596695,0.28625428676605225,2.768951416015625
9.607173204421997,59.970001220703125,121.4327392578125,0.08001130819320679,0.2858124375343323,2.7839999198913574
10.868959665298462,59.970001220703125,121.40907287597656,0.08000907301902771,0.2862319052219391,2.7957046031951904
12.076338052749634,59.970001220703125,121.39491271972656,0.08000452071428299,0.2872322201728821,2.799048662185669
13.294215679168701,59.970001220703125,121.3956069946289,0.0799986869096756,0.2837814390659332,2.7338380813598633
14.505002737045288,59.970001220703125,121.34127044677734,0.0799340084195137,0.2851232588291168,2.7706236839294434
15.784109115600586,59.970001220703125,121.4167251586914,0.0800313651561737,0.2856405973434448,2.792360544204712
16.994314432144165,59.970001220703125,121.3589096069336,0.0799802765250206,0.28824031352996826,2.817441463470459
18.204121351242065,59.970001220703125,121.37569427490234,0.08002324402332306,0.28691908717155457,2.7856719493865967
19.42443537712097,59.970001220703125,121.42415618896484,0.08002803474664688,0.2863542437553406,2.780655860900879
20.649882555007935,59.970001220703125,121.4344253540039,0.08001495897769928,0.28094401955604553,2.7037405967712402
21.904181718826294,59.970001220703125,121.24562072753906,0.07987216114997864,0.2881472408771515,2.8074088096618652
23.11980891227722,59.970001220703125,121.1404800415039,0.0799100250005722,0.28692203760147095,2.792360544204712
24.324353218078613,59.970001220703125,121.18257141113281,0.0799601674079895,0.2882141172885895,2.8258016109466553
25.544260025024414,59.970001220703125,121.26240539550781,0.08002063632011414,0.28662312030792236,2.7789835929870605
26.824541091918945,59.9900016784668,121.37727355957031,0.08003386855125427,0.28691908717155457,2.800720691680908
28.034337759017944,59.9900016784668,121.36224365234375,0.08000612258911133,0.2859113812446594,2.775639533996582
29.254655361175537,59.9900016784668,121.34153747558594,0.07996918261051178,0.28828364610671997,2.8074088096618652
30.475735664367676,59.9900016784668,121.325927734375,0.07999055832624435,0.2860585153102875,2.780655860900879
31.699787616729736,59.9900016784668,121.32586669921875,0.07995862513780594,0.2871900796890259,2.7906882762908936
32.94979238510132,59.9900016784668,121.31367492675781,0.07995147258043289,0.2871406674385071,2.794032335281372
34.17435431480408,59.9900016784668,121.33453369140625,0.07995300740003586,0.2838776707649231,2.727149486541748
35.38449501991272,59.9900016784668,121.31478118896484,0.07993549853563309,0.2863542437553406,2.7789835929870605
36.59427356719971,59.9900016784668,121.33306884765625,0.07996029406785965,0.28608381748199463,2.7906882762908936
37.86445760726929,59.9900016784668,121.32563781738281,0.07995686680078506,0.2881413996219635,2.8040647506713867
39.07466793060303,59.9900016784668,121.33502197265625,0.07997789233922958,0.28537043929100037,2.7773118019104004
40.28447079658508,59.9900016784668,121.32969665527344,0.07999095320701599,0.28726333379745483,2.805737018585205
41.494632959365845,59.9900016784668,121.31556701660156,0.08001141995191574,0.2865749001502991,2.7706236839294434
42.704577922821045,59.9900016784668,121.320068359375,0.08002041280269623,0.2865004241466522,2.794032335281372
43.9548122882843,59.9900016784668,121.34156799316406,0.08002821356058121,0.287159264087677,2.800720691680908
45.16470670700073,59.9900016784668,121.33544921875,0.08006531745195389,0.28568974137306213,2.7789835929870605
46.375224351882935,59.9900016784668,121.3426284790039,0.08004025369882584,0.2847521901130676,2.757246732711792
47.5850887298584,59.9900016784668,121.35237121582031,0.08005201071500778,0.28615862131118774,2.7773118019104004
48.82533288002014,59.9900016784668,121.31172943115234,0.0799890011548996,0.2874549329280853,2.812425136566162
50.040082693099976,59.9900016784668,121.356201171875,0.08001967519521713,0.28682172298431396,2.775639533996582
51.260093212127686,59.9900016784668,121.34825134277344,0.07999993115663528,0.28551605343818665,2.7405261993408203
52.475401163101196,59.9900016784668,121.310546875,0.07997039705514908,0.2866286337375641,2.7789835929870605
53.690276861190796,59.9900016784668,121.33951568603516,0.08001729100942612,0.286451131105423,2.799048662185669
54.945765018463135,59.9900016784668,121.33915710449219,0.08001913130283356,0.2865968942642212,2.7973766326904297
56.16024732589722,59.9900016784668,121.3297119140625,0.08003893494606018,0.28620630502700806,2.782327890396118
57.3749303817749,59.9900016784668,121.32649993896484,0.08004152029752731,0.2850748896598816,2.7706236839294434
58.59490966796875,60.0,121.28340911865234,0.08007708936929703,0.28605809807777405,2.800720691680908
59.86502933502197,60.0,121.34828186035156,0.0800946056842804,0.2875705361366272,2.799048662185669
